activity_key,activity_id,name,category,description,tier,cost_low,cost_high,unit,tier_notes,source,duration_min_weeks,duration_max_weeks,keywords,sources,notes
infra_print_consolidation,INFRA-008,Print Infrastructure Consolidation,infrastructure,Consolidate and modernize print infrastructure,small,10000,30000,project,<50 devices,,4,16,print|printer|mfp|managed print,Print vendors|MPS providers,
infra_print_consolidation,INFRA-008,Print Infrastructure Consolidation,infrastructure,Consolidate and modernize print infrastructure,medium,30000,80000,project,50-200 devices,,4,16,print|printer|mfp|managed print,Print vendors|MPS providers,
infra_print_consolidation,INFRA-008,Print Infrastructure Consolidation,infrastructure,Consolidate and modernize print infrastructure,large,80000,200000,project,200-500 devices,,4,16,print|printer|mfp|managed print,Print vendors|MPS providers,
infra_print_consolidation,INFRA-008,Print Infrastructure Consolidation,infrastructure,Consolidate and modernize print infrastructure,enterprise,200000,500000,project,"500+ devices, managed print",,4,16,print|printer|mfp|managed print,Print vendors|MPS providers,
infra_physical_security,INFRA-009,Physical Security Systems Integration,infrastructure,"Integrate/upgrade physical security (access control, cameras)",small,20000,60000,project,"Single site, basic system",,6,20,physical security|access control|cameras|cctv|badge,Security integrators,
infra_physical_security,INFRA-009,Physical Security Systems Integration,infrastructure,"Integrate/upgrade physical security (access control, cameras)",medium,60000,180000,project,2-5 sites,,6,20,physical security|access control|cameras|cctv|badge,Security integrators,
infra_physical_security,INFRA-009,Physical Security Systems Integration,infrastructure,"Integrate/upgrade physical security (access control, cameras)",large,180000,500000,project,5-20 sites,,6,20,physical security|access control|cameras|cctv|badge,Security integrators,
infra_physical_security,INFRA-009,Physical Security Systems Integration,infrastructure,"Integrate/upgrade physical security (access control, cameras)",enterprise,500000,1500000,project,"20+ sites, SOC integration",,6,20,physical security|access control|cameras|cctv|badge,Security integrators,
infra_cabling_infrastructure,INFRA-010,Structured Cabling/Infrastructure,infrastructure,Install or upgrade structured cabling infrastructure,small,15000,50000,project,"Single floor, <100 drops",,4,16,cabling|structured cabling|cat6|fiber,Cabling contractors,
infra_cabling_infrastructure,INFRA-010,Structured Cabling/Infrastructure,infrastructure,Install or upgrade structured cabling infrastructure,medium,50000,150000,project,"Single building, 100-500 drops",,4,16,cabling|structured cabling|cat6|fiber,Cabling contractors,
infra_cabling_infrastructure,INFRA-010,Structured Cabling/Infrastructure,infrastructure,Install or upgrade structured cabling infrastructure,large,150000,400000,project,"Campus, 500-2000 drops",,4,16,cabling|structured cabling|cat6|fiber,Cabling contractors,
infra_cabling_infrastructure,INFRA-010,Structured Cabling/Infrastructure,infrastructure,Install or upgrade structured cabling infrastructure,enterprise,400000,1200000,project,"Multi-campus, data center",,4,16,cabling|structured cabling|cat6|fiber,Cabling contractors,
infra_building_automation,INFRA-011,Building Automation/IoT Integration,infrastructure,Integrate building automation and IoT systems,small,25000,75000,project,"Single building, basic BMS",,8,26,building automation|bms|iot|smart building|hvac,BMS vendors,
infra_building_automation,INFRA-011,Building Automation/IoT Integration,infrastructure,Integrate building automation and IoT systems,medium,75000,200000,project,2-5 buildings,,8,26,building automation|bms|iot|smart building|hvac,BMS vendors,
infra_building_automation,INFRA-011,Building Automation/IoT Integration,infrastructure,Integrate building automation and IoT systems,large,200000,500000,project,"Campus, smart building",,8,26,building automation|bms|iot|smart building|hvac,BMS vendors,
infra_building_automation,INFRA-011,Building Automation/IoT Integration,infrastructure,Integrate building automation and IoT systems,enterprise,500000,1500000,project,Portfolio-wide IoT platform,,8,26,building automation|bms|iot|smart building|hvac,BMS vendors,
security_zero_trust_architecture,SEC-006,Zero Trust Architecture Implementation,cybersecurity,Design and implement zero trust security architecture,small,50000,150000,project,Core components,,16,52,zero trust|zta|security architecture,"NIST ZTA, Forrester",
security_zero_trust_architecture,SEC-006,Zero Trust Architecture Implementation,cybersecurity,Design and implement zero trust security architecture,medium,150000,400000,project,Full ZTA framework,,16,52,zero trust|zta|security architecture,"NIST ZTA, Forrester",
security_zero_trust_architecture,SEC-006,Zero Trust Architecture Implementation,cybersecurity,Design and implement zero trust security architecture,large,400000,1000000,project,Enterprise-wide ZTA,,16,52,zero trust|zta|security architecture,"NIST ZTA, Forrester",
security_zero_trust_architecture,SEC-006,Zero Trust Architecture Implementation,cybersecurity,Design and implement zero trust security architecture,enterprise,1000000,3000000,project,Global ZTA transformation,,16,52,zero trust|zta|security architecture,"NIST ZTA, Forrester",
security_dlp_implementation,SEC-007,DLP Implementation,cybersecurity,Implement Data Loss Prevention solution,small,30000,80000,project,Email DLP only,,8,26,dlp|data loss prevention|symantec|microsoft purview,DLP vendors,
security_dlp_implementation,SEC-007,DLP Implementation,cybersecurity,Implement Data Loss Prevention solution,medium,80000,200000,project,Email + endpoint DLP,,8,26,dlp|data loss prevention|symantec|microsoft purview,DLP vendors,
security_dlp_implementation,SEC-007,DLP Implementation,cybersecurity,Implement Data Loss Prevention solution,large,200000,500000,project,Full DLP suite,,8,26,dlp|data loss prevention|symantec|microsoft purview,DLP vendors,
security_dlp_implementation,SEC-007,DLP Implementation,cybersecurity,Implement Data Loss Prevention solution,enterprise,500000,1500000,project,Enterprise DLP program,,8,26,dlp|data loss prevention|symantec|microsoft purview,DLP vendors,
security_email_gateway,SEC-008,Email Security Gateway,cybersecurity,"Implement email security gateway (Proofpoint, Mimecast)",small,10000,30000,project,<500 mailboxes,,2,8,email security|proofpoint|mimecast|email gateway,Email security vendors,
security_email_gateway,SEC-008,Email Security Gateway,cybersecurity,"Implement email security gateway (Proofpoint, Mimecast)",medium,30000,80000,project,500-2000 mailboxes,,2,8,email security|proofpoint|mimecast|email gateway,Email security vendors,
security_email_gateway,SEC-008,Email Security Gateway,cybersecurity,"Implement email security gateway (Proofpoint, Mimecast)",large,80000,200000,project,2000-10000 mailboxes,,2,8,email security|proofpoint|mimecast|email gateway,Email security vendors,
security_email_gateway,SEC-008,Email Security Gateway,cybersecurity,"Implement email security gateway (Proofpoint, Mimecast)",enterprise,200000,500000,project,10000+ mailboxes,,2,8,email security|proofpoint|mimecast|email gateway,Email security vendors,
security_web_proxy,SEC-009,Secure Web Gateway,cybersecurity,"Implement secure web gateway/proxy (Zscaler, Netskope)",small,20000,60000,project,<500 users,,4,16,swg|web proxy|zscaler|netskope|web gateway,SWG vendors,
security_web_proxy,SEC-009,Secure Web Gateway,cybersecurity,"Implement secure web gateway/proxy (Zscaler, Netskope)",medium,60000,180000,project,500-2000 users,,4,16,swg|web proxy|zscaler|netskope|web gateway,SWG vendors,
security_web_proxy,SEC-009,Secure Web Gateway,cybersecurity,"Implement secure web gateway/proxy (Zscaler, Netskope)",large,180000,450000,project,2000-10000 users,,4,16,swg|web proxy|zscaler|netskope|web gateway,SWG vendors,
security_web_proxy,SEC-009,Secure Web Gateway,cybersecurity,"Implement secure web gateway/proxy (Zscaler, Netskope)",enterprise,450000,1200000,project,10000+ users,,4,16,swg|web proxy|zscaler|netskope|web gateway,SWG vendors,
security_awareness_training,SEC-010,Security Awareness Training Program,cybersecurity,Implement security awareness training and phishing simulation,small,5000,15000,project,<500 users,,2,8,security awareness|training|phishing|knowbe4|proofpoint,"KnowBe4, Proofpoint pricing",Plus $15-50/user/year ongoing
security_awareness_training,SEC-010,Security Awareness Training Program,cybersecurity,Implement security awareness training and phishing simulation,medium,15000,40000,project,500-2000 users,,2,8,security awareness|training|phishing|knowbe4|proofpoint,"KnowBe4, Proofpoint pricing",Plus $15-50/user/year ongoing
security_awareness_training,SEC-010,Security Awareness Training Program,cybersecurity,Implement security awareness training and phishing simulation,large,40000,100000,project,2000-10000 users,,2,8,security awareness|training|phishing|knowbe4|proofpoint,"KnowBe4, Proofpoint pricing",Plus $15-50/user/year ongoing
security_awareness_training,SEC-010,Security Awareness Training Program,cybersecurity,Implement security awareness training and phishing simulation,enterprise,100000,300000,project,"10000+ users, custom content",,2,8,security awareness|training|phishing|knowbe4|proofpoint,"KnowBe4, Proofpoint pricing",Plus $15-50/user/year ongoing
security_incident_response,SEC-011,Incident Response Planning,cybersecurity,Develop incident response plan and playbooks,small,15000,40000,project,Basic IR plan,,4,16,incident response|ir|playbook|tabletop,IR consultants,
security_incident_response,SEC-011,Incident Response Planning,cybersecurity,Develop incident response plan and playbooks,medium,40000,100000,project,"Detailed playbooks, tabletop",,4,16,incident response|ir|playbook|tabletop,IR consultants,
security_incident_response,SEC-011,Incident Response Planning,cybersecurity,Develop incident response plan and playbooks,large,100000,250000,project,Full IR program,,4,16,incident response|ir|playbook|tabletop,IR consultants,
security_incident_response,SEC-011,Incident Response Planning,cybersecurity,Develop incident response plan and playbooks,enterprise,250000,600000,project,Global IR capability,,4,16,incident response|ir|playbook|tabletop,IR consultants,
security_threat_intel,SEC-012,Threat Intelligence Platform,cybersecurity,Implement threat intelligence platform and feeds,small,20000,60000,project,"Basic TIP, standard feeds",,6,20,threat intelligence|tip|threat|intel,TIP vendors,
security_threat_intel,SEC-012,Threat Intelligence Platform,cybersecurity,Implement threat intelligence platform and feeds,medium,60000,180000,project,"Full TIP, multiple feeds",,6,20,threat intelligence|tip|threat|intel,TIP vendors,
security_threat_intel,SEC-012,Threat Intelligence Platform,cybersecurity,Implement threat intelligence platform and feeds,large,180000,450000,project,"Advanced TIP, custom intel",,6,20,threat intelligence|tip|threat|intel,TIP vendors,
security_threat_intel,SEC-012,Threat Intelligence Platform,cybersecurity,Implement threat intelligence platform and feeds,enterprise,450000,1200000,project,Enterprise intel program,,6,20,threat intelligence|tip|threat|intel,TIP vendors,
security_soc_setup,SEC-013,Security Operations Center Setup,cybersecurity,Establish internal SOC capability,small,100000,300000,project,"Basic SOC, 8x5",,16,52,soc|security operations|security operations center,SOC consultants,Excludes ongoing staffing costs
security_soc_setup,SEC-013,Security Operations Center Setup,cybersecurity,Establish internal SOC capability,medium,300000,800000,project,"Standard SOC, extended hours",,16,52,soc|security operations|security operations center,SOC consultants,Excludes ongoing staffing costs
security_soc_setup,SEC-013,Security Operations Center Setup,cybersecurity,Establish internal SOC capability,large,800000,2000000,project,"Full SOC, 24x7",,16,52,soc|security operations|security operations center,SOC consultants,Excludes ongoing staffing costs
security_soc_setup,SEC-013,Security Operations Center Setup,cybersecurity,Establish internal SOC capability,enterprise,2000000,6000000,project,"Global SOC, follow-the-sun",,16,52,soc|security operations|security operations center,SOC consultants,Excludes ongoing staffing costs
security_cspm_implementation,SEC-014,Cloud Security Posture Management (CSPM),cybersecurity,"Implement CSPM solution (Wiz, Prisma Cloud, etc.)",small,25000,70000,project,"Single cloud, <1000 assets",,4,16,cspm|cloud security|wiz|prisma cloud|orca,CSPM vendors,
security_cspm_implementation,SEC-014,Cloud Security Posture Management (CSPM),cybersecurity,"Implement CSPM solution (Wiz, Prisma Cloud, etc.)",medium,70000,200000,project,"Multi-cloud, 1000-5000 assets",,4,16,cspm|cloud security|wiz|prisma cloud|orca,CSPM vendors,
security_cspm_implementation,SEC-014,Cloud Security Posture Management (CSPM),cybersecurity,"Implement CSPM solution (Wiz, Prisma Cloud, etc.)",large,200000,500000,project,"Enterprise, 5000-20000 assets",,4,16,cspm|cloud security|wiz|prisma cloud|orca,CSPM vendors,
security_cspm_implementation,SEC-014,Cloud Security Posture Management (CSPM),cybersecurity,"Implement CSPM solution (Wiz, Prisma Cloud, etc.)",enterprise,500000,1500000,project,Global CSPM program,,4,16,cspm|cloud security|wiz|prisma cloud|orca,CSPM vendors,
security_appsec_program,SEC-015,Application Security Testing Program,cybersecurity,Implement SAST/DAST/SCA tools and DevSecOps,small,30000,80000,project,Basic SAST/SCA,,8,26,appsec|sast|dast|sca|devsecops|snyk|veracode|checkmarx,AppSec vendors,
security_appsec_program,SEC-015,Application Security Testing Program,cybersecurity,Implement SAST/DAST/SCA tools and DevSecOps,medium,80000,220000,project,"Full toolchain, CI/CD integration",,8,26,appsec|sast|dast|sca|devsecops|snyk|veracode|checkmarx,AppSec vendors,
security_appsec_program,SEC-015,Application Security Testing Program,cybersecurity,Implement SAST/DAST/SCA tools and DevSecOps,large,220000,550000,project,Enterprise AppSec program,,8,26,appsec|sast|dast|sca|devsecops|snyk|veracode|checkmarx,AppSec vendors,
security_appsec_program,SEC-015,Application Security Testing Program,cybersecurity,Implement SAST/DAST/SCA tools and DevSecOps,enterprise,550000,1500000,project,Global DevSecOps,,8,26,appsec|sast|dast|sca|devsecops|snyk|veracode|checkmarx,AppSec vendors,
dr_cloud_backup,DR-003,Cloud Backup Implementation,disaster_recovery,Implement cloud-based backup solution,small,10000,30000,project,<10TB data,,2,12,cloud backup|backup|druva|rubrik|cohesity,Cloud backup vendors,
dr_cloud_backup,DR-003,Cloud Backup Implementation,disaster_recovery,Implement cloud-based backup solution,medium,30000,80000,project,10-100TB data,,2,12,cloud backup|backup|druva|rubrik|cohesity,Cloud backup vendors,
dr_cloud_backup,DR-003,Cloud Backup Implementation,disaster_recovery,Implement cloud-based backup solution,large,80000,200000,project,100TB-1PB data,,2,12,cloud backup|backup|druva|rubrik|cohesity,Cloud backup vendors,
dr_cloud_backup,DR-003,Cloud Backup Implementation,disaster_recovery,Implement cloud-based backup solution,enterprise,200000,600000,project,"1PB+ data, multi-region",,2,12,cloud backup|backup|druva|rubrik|cohesity,Cloud backup vendors,
dr_site_setup,DR-004,DR Site Setup,disaster_recovery,Establish disaster recovery site (colo or cloud),small,50000,150000,project,"Cold site, basic systems",,12,40,dr site|disaster recovery|colo|colocation,DR providers,
dr_site_setup,DR-004,DR Site Setup,disaster_recovery,Establish disaster recovery site (colo or cloud),medium,150000,400000,project,"Warm site, key applications",,12,40,dr site|disaster recovery|colo|colocation,DR providers,
dr_site_setup,DR-004,DR Site Setup,disaster_recovery,Establish disaster recovery site (colo or cloud),large,400000,1000000,project,"Hot site, near-real-time",,12,40,dr site|disaster recovery|colo|colocation,DR providers,
dr_site_setup,DR-004,DR Site Setup,disaster_recovery,Establish disaster recovery site (colo or cloud),enterprise,1000000,3500000,project,"Active-active, global",,12,40,dr site|disaster recovery|colo|colocation,DR providers,
dr_bcp_development,DR-005,Business Continuity Planning,disaster_recovery,Develop comprehensive business continuity program,small,20000,60000,project,Basic BCP,,6,20,bcp|business continuity|bia|bcm,BCP consultants,
dr_bcp_development,DR-005,Business Continuity Planning,disaster_recovery,Develop comprehensive business continuity program,medium,60000,150000,project,Full BCP with BIA,,6,20,bcp|business continuity|bia|bcm,BCP consultants,
dr_bcp_development,DR-005,Business Continuity Planning,disaster_recovery,Develop comprehensive business continuity program,large,150000,350000,project,Enterprise BCP program,,6,20,bcp|business continuity|bia|bcm,BCP consultants,
dr_bcp_development,DR-005,Business Continuity Planning,disaster_recovery,Develop comprehensive business continuity program,enterprise,350000,900000,project,Global BCP/BCM,,6,20,bcp|business continuity|bia|bcm,BCP consultants,
itsm_bmc_implementation,ITSM-003,BMC Helix/Remedy Implementation,itsm,Implement BMC Helix ITSM platform,small,80000,200000,project,Core ITSM,,12,52,bmc|helix|remedy|itsm,BMC partners,
itsm_bmc_implementation,ITSM-003,BMC Helix/Remedy Implementation,itsm,Implement BMC Helix ITSM platform,medium,200000,500000,project,ITSM + ITOM,,12,52,bmc|helix|remedy|itsm,BMC partners,
itsm_bmc_implementation,ITSM-003,BMC Helix/Remedy Implementation,itsm,Implement BMC Helix ITSM platform,large,500000,1200000,project,Full platform,,12,52,bmc|helix|remedy|itsm,BMC partners,
itsm_bmc_implementation,ITSM-003,BMC Helix/Remedy Implementation,itsm,Implement BMC Helix ITSM platform,enterprise,1200000,4000000,project,Global deployment,,12,52,bmc|helix|remedy|itsm,BMC partners,
itsm_freshservice_implementation,ITSM-004,Freshservice Implementation,itsm,Implement Freshworks Freshservice ITSM,small,8000,25000,project,Starter tier,,3,14,freshservice|itsm|freshworks,Freshworks partners,
itsm_freshservice_implementation,ITSM-004,Freshservice Implementation,itsm,Implement Freshworks Freshservice ITSM,medium,25000,70000,project,Growth tier,,3,14,freshservice|itsm|freshworks,Freshworks partners,
itsm_freshservice_implementation,ITSM-004,Freshservice Implementation,itsm,Implement Freshworks Freshservice ITSM,large,70000,180000,project,Pro/Enterprise tier,,3,14,freshservice|itsm|freshworks,Freshworks partners,
itsm_freshservice_implementation,ITSM-004,Freshservice Implementation,itsm,Implement Freshworks Freshservice ITSM,enterprise,180000,450000,project,"Enterprise, multi-workspace",,3,14,freshservice|itsm|freshworks,Freshworks partners,
itsm_cmdb_implementation,ITSM-005,CMDB Implementation,itsm,Implement Configuration Management Database,small,25000,70000,project,<1000 CIs,,8,26,cmdb|configuration management|asset management,ITSM vendors,
itsm_cmdb_implementation,ITSM-005,CMDB Implementation,itsm,Implement Configuration Management Database,medium,70000,180000,project,1000-10000 CIs,,8,26,cmdb|configuration management|asset management,ITSM vendors,
itsm_cmdb_implementation,ITSM-005,CMDB Implementation,itsm,Implement Configuration Management Database,large,180000,450000,project,10000-50000 CIs,,8,26,cmdb|configuration management|asset management,ITSM vendors,
itsm_cmdb_implementation,ITSM-005,CMDB Implementation,itsm,Implement Configuration Management Database,enterprise,450000,1200000,project,"50000+ CIs, federation",,8,26,cmdb|configuration management|asset management,ITSM vendors,
hcm_successfactors_implementation,HCM-003,SAP SuccessFactors Implementation,hcm,Implement SAP SuccessFactors HCM suite,small,150000,400000,project,"Core HR, <1000 employees",,20,65,successfactors|sap|hcm|hr,SAP partners,
hcm_successfactors_implementation,HCM-003,SAP SuccessFactors Implementation,hcm,Implement SAP SuccessFactors HCM suite,medium,400000,1000000,project,"Full HCM, 1000-5000 employees",,20,65,successfactors|sap|hcm|hr,SAP partners,
hcm_successfactors_implementation,HCM-003,SAP SuccessFactors Implementation,hcm,Implement SAP SuccessFactors HCM suite,large,1000000,2500000,project,"Global, 5000-15000 employees",,20,65,successfactors|sap|hcm|hr,SAP partners,
hcm_successfactors_implementation,HCM-003,SAP SuccessFactors Implementation,hcm,Implement SAP SuccessFactors HCM suite,enterprise,2500000,7000000,project,15000+ employees,,20,65,successfactors|sap|hcm|hr,SAP partners,
hcm_ukg_implementation,HCM-004,UKG (Ultimate Kronos) Implementation,hcm,Implement UKG Pro/Ready HCM solution,small,40000,120000,project,<500 employees,,12,40,ukg|ultimate|kronos|hcm|workforce,UKG partners,
hcm_ukg_implementation,HCM-004,UKG (Ultimate Kronos) Implementation,hcm,Implement UKG Pro/Ready HCM solution,medium,120000,350000,project,500-2000 employees,,12,40,ukg|ultimate|kronos|hcm|workforce,UKG partners,
hcm_ukg_implementation,HCM-004,UKG (Ultimate Kronos) Implementation,hcm,Implement UKG Pro/Ready HCM solution,large,350000,900000,project,2000-10000 employees,,12,40,ukg|ultimate|kronos|hcm|workforce,UKG partners,
hcm_ukg_implementation,HCM-004,UKG (Ultimate Kronos) Implementation,hcm,Implement UKG Pro/Ready HCM solution,enterprise,900000,2500000,project,10000+ employees,,12,40,ukg|ultimate|kronos|hcm|workforce,UKG partners,
hcm_bamboohr_implementation,HCM-005,BambooHR Implementation,hcm,Implement BambooHR for SMB HR management,small,5000,15000,project,<100 employees,,2,10,bamboohr|hr|hris,BambooHR,
hcm_bamboohr_implementation,HCM-005,BambooHR Implementation,hcm,Implement BambooHR for SMB HR management,medium,15000,40000,project,100-500 employees,,2,10,bamboohr|hr|hris,BambooHR,
hcm_bamboohr_implementation,HCM-005,BambooHR Implementation,hcm,Implement BambooHR for SMB HR management,large,40000,100000,project,500-1000 employees,,2,10,bamboohr|hr|hris,BambooHR,
hcm_bamboohr_implementation,HCM-005,BambooHR Implementation,hcm,Implement BambooHR for SMB HR management,enterprise,100000,250000,project,"1000+ employees, complex",,2,10,bamboohr|hr|hris,BambooHR,
hcm_payroll_migration,HCM-006,Payroll System Migration,hcm,Migrate payroll from one system to another,small,20000,60000,project,"<500 employees, single country",,8,26,payroll|migration,Payroll consultants,
hcm_payroll_migration,HCM-006,Payroll System Migration,hcm,Migrate payroll from one system to another,medium,60000,180000,project,500-2000 employees,,8,26,payroll|migration,Payroll consultants,
hcm_payroll_migration,HCM-006,Payroll System Migration,hcm,Migrate payroll from one system to another,large,180000,450000,project,"2000-10000 employees, multi-state",,8,26,payroll|migration,Payroll consultants,
hcm_payroll_migration,HCM-006,Payroll System Migration,hcm,Migrate payroll from one system to another,enterprise,450000,1200000,project,"10000+ employees, global",,8,26,payroll|migration,Payroll consultants,
app_modernization,APP-003,Custom Application Modernization,applications,Modernize legacy custom application,small,50000,150000,project,"Simple app, containerization",,12,52,modernization|legacy|refactor|replatform,App modernization consultants,
app_modernization,APP-003,Custom Application Modernization,applications,Modernize legacy custom application,medium,150000,400000,project,"Medium complexity, re-platform",,12,52,modernization|legacy|refactor|replatform,App modernization consultants,
app_modernization,APP-003,Custom Application Modernization,applications,Modernize legacy custom application,large,400000,1000000,project,"Complex app, refactor",,12,52,modernization|legacy|refactor|replatform,App modernization consultants,
app_modernization,APP-003,Custom Application Modernization,applications,Modernize legacy custom application,enterprise,1000000,3500000,project,Mission-critical rebuild,,12,52,modernization|legacy|refactor|replatform,App modernization consultants,
app_mobile_development,APP-004,Mobile Application Development,applications,Develop or migrate mobile application,small,30000,80000,project,"Simple app, single platform",,8,30,mobile|ios|android|react native|flutter,Mobile dev agencies,
app_mobile_development,APP-004,Mobile Application Development,applications,Develop or migrate mobile application,medium,80000,250000,project,"Medium complexity, cross-platform",,8,30,mobile|ios|android|react native|flutter,Mobile dev agencies,
app_mobile_development,APP-004,Mobile Application Development,applications,Develop or migrate mobile application,large,250000,600000,project,"Complex app, integrations",,8,30,mobile|ios|android|react native|flutter,Mobile dev agencies,
app_mobile_development,APP-004,Mobile Application Development,applications,Develop or migrate mobile application,enterprise,600000,1800000,project,Enterprise mobile platform,,8,30,mobile|ios|android|react native|flutter,Mobile dev agencies,
app_bi_platform,APP-005,BI Platform Implementation (Tableau/PowerBI),applications,Implement business intelligence platform,small,25000,70000,project,"<50 users, standard reports",,6,24,bi|tableau|power bi|analytics|reporting,BI vendors,
app_bi_platform,APP-005,BI Platform Implementation (Tableau/PowerBI),applications,Implement business intelligence platform,medium,70000,200000,project,"50-200 users, custom dashboards",,6,24,bi|tableau|power bi|analytics|reporting,BI vendors,
app_bi_platform,APP-005,BI Platform Implementation (Tableau/PowerBI),applications,Implement business intelligence platform,large,200000,500000,project,"200-1000 users, advanced analytics",,6,24,bi|tableau|power bi|analytics|reporting,BI vendors,
app_bi_platform,APP-005,BI Platform Implementation (Tableau/PowerBI),applications,Implement business intelligence platform,enterprise,500000,1500000,project,"1000+ users, embedded BI",,6,24,bi|tableau|power bi|analytics|reporting,BI vendors,
app_sharepoint_implementation,APP-006,SharePoint/Document Management,applications,Implement SharePoint or document management system,small,15000,50000,project,Basic team sites,,6,24,sharepoint|document management|dms|content management,SharePoint partners,
app_sharepoint_implementation,APP-006,SharePoint/Document Management,applications,Implement SharePoint or document management system,medium,50000,150000,project,"Intranet, custom workflows",,6,24,sharepoint|document management|dms|content management,SharePoint partners,
app_sharepoint_implementation,APP-006,SharePoint/Document Management,applications,Implement SharePoint or document management system,large,150000,400000,project,Enterprise content management,,6,24,sharepoint|document management|dms|content management,SharePoint partners,
app_sharepoint_implementation,APP-006,SharePoint/Document Management,applications,Implement SharePoint or document management system,enterprise,400000,1000000,project,"Global DMS, compliance",,6,24,sharepoint|document management|dms|content management,SharePoint partners,
app_clm_implementation,APP-007,Contract Lifecycle Management,applications,"Implement CLM solution (DocuSign CLM, Ironclad)",small,30000,80000,project,Basic CLM,,8,24,clm|contract management|docusign|ironclad,CLM vendors,
app_clm_implementation,APP-007,Contract Lifecycle Management,applications,"Implement CLM solution (DocuSign CLM, Ironclad)",medium,80000,200000,project,"Full CLM, integrations",,8,24,clm|contract management|docusign|ironclad,CLM vendors,
app_clm_implementation,APP-007,Contract Lifecycle Management,applications,"Implement CLM solution (DocuSign CLM, Ironclad)",large,200000,500000,project,Enterprise CLM,,8,24,clm|contract management|docusign|ironclad,CLM vendors,
app_clm_implementation,APP-007,Contract Lifecycle Management,applications,"Implement CLM solution (DocuSign CLM, Ironclad)",enterprise,500000,1300000,project,Global CLM program,,8,24,clm|contract management|docusign|ironclad,CLM vendors,
app_ecommerce_platform,APP-008,E-Commerce Platform Implementation,applications,"Implement e-commerce platform (Shopify, Magento, Salesforce Commerce)",small,20000,60000,project,Basic Shopify store,,8,30,ecommerce|shopify|magento|salesforce commerce,E-commerce agencies,
app_ecommerce_platform,APP-008,E-Commerce Platform Implementation,applications,"Implement e-commerce platform (Shopify, Magento, Salesforce Commerce)",medium,60000,200000,project,"Custom theme, integrations",,8,30,ecommerce|shopify|magento|salesforce commerce,E-commerce agencies,
app_ecommerce_platform,APP-008,E-Commerce Platform Implementation,applications,"Implement e-commerce platform (Shopify, Magento, Salesforce Commerce)",large,200000,600000,project,Enterprise platform,,8,30,ecommerce|shopify|magento|salesforce commerce,E-commerce agencies,
app_ecommerce_platform,APP-008,E-Commerce Platform Implementation,applications,"Implement e-commerce platform (Shopify, Magento, Salesforce Commerce)",enterprise,600000,2000000,project,"Headless commerce, global",,8,30,ecommerce|shopify|magento|salesforce commerce,E-commerce agencies,
ma_carveout_separation,MA-006,Carve-Out IT Separation,ma_integration,Separate IT systems for divestiture/carve-out,small,150000,400000,project,Simple carve-out,,16,78,carve-out|separation|divestiture,M&A consultants,
ma_carveout_separation,MA-006,Carve-Out IT Separation,ma_integration,Separate IT systems for divestiture/carve-out,medium,400000,1000000,project,Moderate entanglement,,16,78,carve-out|separation|divestiture,M&A consultants,
ma_carveout_separation,MA-006,Carve-Out IT Separation,ma_integration,Separate IT systems for divestiture/carve-out,large,1000000,3000000,project,Significant entanglement,,16,78,carve-out|separation|divestiture,M&A consultants,
ma_carveout_separation,MA-006,Carve-Out IT Separation,ma_integration,Separate IT systems for divestiture/carve-out,enterprise,3000000,10000000,project,Highly complex carve-out,,16,78,carve-out|separation|divestiture,M&A consultants,
ma_operating_model,MA-007,IT Operating Model Harmonization,ma_integration,Harmonize IT operating models post-merger,small,40000,120000,project,Similar models,,8,30,operating model|governance|organizational design,IT consultants,
ma_operating_model,MA-007,IT Operating Model Harmonization,ma_integration,Harmonize IT operating models post-merger,medium,120000,350000,project,Moderate differences,,8,30,operating model|governance|organizational design,IT consultants,
ma_operating_model,MA-007,IT Operating Model Harmonization,ma_integration,Harmonize IT operating models post-merger,large,350000,800000,project,Significant differences,,8,30,operating model|governance|organizational design,IT consultants,
ma_operating_model,MA-007,IT Operating Model Harmonization,ma_integration,Harmonize IT operating models post-merger,enterprise,800000,2000000,project,Full transformation,,8,30,operating model|governance|organizational design,IT consultants,
ma_vendor_rationalization,MA-008,Vendor Contract Rationalization,ma_integration,Rationalize and consolidate vendor contracts post-merger,small,25000,75000,project,<50 vendors,,8,26,vendor|contract|rationalization|procurement,Procurement consultants,
ma_vendor_rationalization,MA-008,Vendor Contract Rationalization,ma_integration,Rationalize and consolidate vendor contracts post-merger,medium,75000,200000,project,50-200 vendors,,8,26,vendor|contract|rationalization|procurement,Procurement consultants,
ma_vendor_rationalization,MA-008,Vendor Contract Rationalization,ma_integration,Rationalize and consolidate vendor contracts post-merger,large,200000,500000,project,200-500 vendors,,8,26,vendor|contract|rationalization|procurement,Procurement consultants,
ma_vendor_rationalization,MA-008,Vendor Contract Rationalization,ma_integration,Rationalize and consolidate vendor contracts post-merger,enterprise,500000,1200000,project,500+ vendors,,8,26,vendor|contract|rationalization|procurement,Procurement consultants,
ma_license_trueup,MA-009,License True-Up and Optimization,ma_integration,Software license true-up and optimization post-merger,small,20000,60000,project,Limited software,,6,20,license|true-up|software asset management|sam,SAM consultants,
ma_license_trueup,MA-009,License True-Up and Optimization,ma_integration,Software license true-up and optimization post-merger,medium,60000,180000,project,Standard enterprise,,6,20,license|true-up|software asset management|sam,SAM consultants,
